"from_npi","to_npi","patient_count","transaction_count","average_day_wait","std_day_wait","hospital_type","pcp_class","pcp_special","to_organization","full_name","credential_text","middle_name","name_prefix_text","name_suffix_text"
"1891963591","1780778969","103","153","30.503","45.009","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","DANIEL MCGEE","D.O.","EMERSON","DR.",NULL
"1700846334","1164590386","46","87","28.954","38.863","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","JOHN BYRNES","M.D.","M","DR.",NULL
"1700846334","1992776405","38","57","23.667","34.895","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","JOHN BYRNES","M.D.","M","DR.",NULL
"1417273061","1023055126","152","304","0.046","0.803","General Acute Care Hospital","Internal Medicine","Interventional Cardiology","HCA HEALTH SERVICES OF TENNESSEE, INC.","SAMUEL HORR","MD","EDWARD",NULL,NULL
"1356542369","1396882205","185","570","0.489","3.828","General Acute Care Hospital","Internal Medicine","Medical Oncology","VANDERBILT UNIVERSITY MEDICAL CENTER","KRISTEN CIOMBOR","MD","KEON","DR.",NULL
"1760478192","1871530832","42","51","49.765","63.31","General Acute Care Hospital","Internal Medicine","Gastroenterology","CENTRAL TENNESSEE HOSPITAL CORPORATION","THOMAS LEWIS","MD","J","MR.",NULL
"1760478192","1932146032","67","71","18.254","44.258","General Acute Care Hospital","Internal Medicine","Gastroenterology","HCA HEALTH SERVICES OF TENNESSEE, INC.","THOMAS LEWIS","MD","J","MR.",NULL
"1760478192","1023055126","743","1385","4.061","20.047","General Acute Care Hospital","Internal Medicine","Gastroenterology","HCA HEALTH SERVICES OF TENNESSEE, INC.","THOMAS LEWIS","MD","J","MR.",NULL
"1528005667","1629025648","588","936","8.603","32.604","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS WEST HOSPITAL","RICK BENNETT","M.D.","LEE",NULL,NULL
"1528005667","1518346469","110","145","29.676","57.221","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS RIVER PARK HOSPITAL, LLC","RICK BENNETT","M.D.","LEE",NULL,NULL
"1467428680","1891000923","125","196","0.153","1.819","Psychiatric Hospital","Family Medicine",NULL,"BEHAVIORAL HEALTHCARE CENTER AT COLUMBIA, LLC","RICHARD POWERS","MD","REAMS",NULL,NULL
"1467428680","1861479545","367","996","11.734","34.588","General Acute Care Hospital","Family Medicine",NULL,"MAURY REGIONAL HOSPITAL","RICHARD POWERS","MD","REAMS",NULL,NULL
"1346345154","1922319037","177","657","1.95","7.139","General Acute Care Hospital","Family Medicine",NULL,"RIVERVIEW MEDICAL CENTER LLC","BOWDOIN SMITH","D.O.","GRAYSON","DR.",NULL
"1184619124","1982650024","60","68","39.721","44.74","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1396882205","71","118","34.788","43.177","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1366703225","71","82","12.585","6.242","Psychiatric Unit","Family Medicine",NULL,"RIVERVIEW MEDICAL CENTER, LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1629025648","71","89","35.157","46.958","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1104137215","89","111","1.342","11.29","General Acute Care Hospital","Family Medicine",NULL,"RIVERVIEW MEDICAL CENTER LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1447571658","127","148","31.98","52.741","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1467763458","42","70","18.971","36.227","General Acute Care Hospital","Family Medicine",NULL,"TROUSDALE MEDICAL CENTER LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1023061520","72","80","18.588","33.796","General Acute Care Hospital","Family Medicine",NULL,"SRHS HOLDINGS LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1417938846","44","99","20.758","42.245","General Acute Care Hospital","Family Medicine",NULL,"MACON COUNTY GENERAL HOSPITAL, INC.","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1922319037","716","2077","7.316","20.604","General Acute Care Hospital","Family Medicine",NULL,"RIVERVIEW MEDICAL CENTER LLC","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1184619124","1306889597","87","118","39.059","51.335","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","RICHARD RUTHERFORD","M.D.","T","DR.",NULL
"1457310286","1164590386","390","946","0","0","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","ALLEN HUONG","MD","MING","DR.",NULL
"1952689135","1396882205","199","211","4.858","13.137","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","KATHLEENE WOOLDRIDGE","M.D.","THORNTON","DR.",NULL
"1700871191","1861479545","61","72","0","0","General Acute Care Hospital","Internal Medicine",NULL,"MAURY REGIONAL HOSPITAL","CHRISTINA LANNOM","DO","L","DR.",NULL
"1245368943","1538114434","352","912","14.591","33.742","General Acute Care Hospital","Internal Medicine","Nephrology","HENDERSONVILLE HOSPITAL CORPORATION","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1245368943","1447571658","97","132","43.341","53.42","General Acute Care Hospital","Internal Medicine","Nephrology","SUMNER REGIONAL MEDICAL CENTER LLC","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1245368943","1295780476","267","617","8.172","31.1","General Acute Care Hospital","Internal Medicine","Nephrology","HTI MEMORIAL HOSPITAL CORPORATION","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1245368943","1780778969","64","78","27.09","45.75","General Acute Care Hospital","Internal Medicine","Nephrology","SAINT THOMAS WEST HOSPITAL","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1245368943","1023055126","83","99","45.525","58.577","General Acute Care Hospital","Internal Medicine","Nephrology","HCA HEALTH SERVICES OF TENNESSEE, INC.","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1245368943","1669567897","48","62","12.484","25.61","General Acute Care Hospital","Internal Medicine","Nephrology","NORTHCREST MEDICAL CENTER","SUNDARARAJAN VENKATESH","M.D.",NULL,NULL,NULL
"1255323382","1649659582","116","173","17.913","31.034","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS DEKALB HOSPITAL, LLC","HUGH CRIPPS","MD","DON","DR.",NULL
"1942290333","1982650024","598","982","4.26","20.51","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1942290333","1629025648","114","133","46.353","56.437","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SAINT THOMAS WEST HOSPITAL","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1942290333","1447571658","1443","2401","8.804","31.522","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL MEDICAL CENTER LLC","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1942290333","1417938846","124","151","48.139","56.538","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MACON COUNTY GENERAL HOSPITAL, INC.","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1942290333","1922319037","76","81","18.395","36.611","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","RIVERVIEW MEDICAL CENTER LLC","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1942290333","1285644237","161","178","20.298","48.054","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","REGINALD DICKERSON","M.D","PEELER",NULL,NULL
"1861576977","1396882205","406","651","0.762","10.172","General Acute Care Hospital","Internal Medicine","Gastroenterology","VANDERBILT UNIVERSITY MEDICAL CENTER","MICHAEL VAEZI","MD, PHD",NULL,NULL,NULL
"1790723013","1396882205","97","147","41.224","46.63","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","MARK HOUSTON","M.D.","C",NULL,NULL
"1790723013","1265445506","40","54","42.815","50.948","General Acute Care Hospital","Internal Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","MARK HOUSTON","M.D.","C",NULL,NULL
"1790723013","1629025648","237","308","33.812","44.09","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","MARK HOUSTON","M.D.","C",NULL,NULL
"1619254141","1780778969","56","89","23.674","39.632","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","NIKA FERDOWSI",NULL,NULL,NULL,NULL
"1639201130","1629025648","394","924","0.106","2.828","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","BRITT MAXWELL","MD","R",NULL,NULL
"1730114315","1982650024","80","93","41.247","62.997","General Acute Care Hospital","Internal Medicine","Infectious Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","HAROON KHAN","M.D.","NASIR",NULL,NULL
"1730114315","1871530832","101","137","1.131","9.591","General Acute Care Hospital","Internal Medicine","Infectious Disease","CENTRAL TENNESSEE HOSPITAL CORPORATION","HAROON KHAN","M.D.","NASIR",NULL,NULL
"1730114315","1447571658","375","638","8.85","28.874","General Acute Care Hospital","Internal Medicine","Infectious Disease","SUMNER REGIONAL MEDICAL CENTER LLC","HAROON KHAN","M.D.","NASIR",NULL,NULL
"1730114315","1306889597","104","160","4.7","19.942","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","HAROON KHAN","M.D.","NASIR",NULL,NULL
"1730114315","1285644237","53","73","37.356","68.214","General Acute Care Hospital","Internal Medicine","Infectious Disease","SUMNER REGIONAL HEALTH SYSTEMS, INC","HAROON KHAN","M.D.","NASIR",NULL,NULL
"1790770378","1447571658","33","50","46.78","65.138","General Acute Care Hospital","Family Medicine",NULL,"SUMNER REGIONAL MEDICAL CENTER LLC","RALPH RUCKLE","M.D.","H.","DR.",NULL
"1104025329","1396882205","119","238","0.95","6.906","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","WILLIAM MARTINEZ",NULL,NULL,NULL,NULL
"1477640589","1396882205","1882","2265","4.82","15.982","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","LISA MENDES","MD",NULL,NULL,NULL
"1477640589","1598738205","57","59","41.169","50.933","Rehabilitation Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT STALLWORTH REHABILITATION HOSPITAL LP","LISA MENDES","MD",NULL,NULL,NULL
"1396004099","1023055126","31","53","0","0","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","OLABISI AKANBI","M.D","OLAITAN",NULL,NULL
"1518143122","1396882205","47","90","31.411","42.62","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","DANA CHANDLER","DO","J",NULL,NULL
"1518143122","1265445506","190","701","3.676","18.758","General Acute Care Hospital","Family Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","DANA CHANDLER","DO","J",NULL,NULL
"1518143122","1861479545","72","159","16.145","21.594","General Acute Care Hospital","Family Medicine",NULL,"MAURY REGIONAL HOSPITAL","DANA CHANDLER","DO","J",NULL,NULL
"1710998760","1396882205","76","149","0.678","3.956","General Acute Care Hospital","Internal Medicine","Rheumatology","VANDERBILT UNIVERSITY MEDICAL CENTER","LESLIE CROFFORD","MD","JANE",NULL,NULL
"1699815282","1396882205","45","51","4.059","9.833","General Acute Care Hospital","Internal Medicine","Clinical Cardiac Electrophysiology","VANDERBILT UNIVERSITY MEDICAL CENTER","MOORE SHOEMAKER","M.D.","BENJAMIN","DR.",NULL
"1417983214","1396882205","37","88","18.875","27.412","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES SNYDER","MD","G",NULL,NULL
"1417983214","1629025648","214","1594","0.015","0.484","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","JAMES SNYDER","MD","G",NULL,NULL
"1417983214","1780778969","39","60","23.467","51.134","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","JAMES SNYDER","MD","G",NULL,NULL
"1780837203","1396882205","70","109","4.716","13.526","General Acute Care Hospital","Internal Medicine","Adult Congenital Heart Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","BENJAMIN FRISCHHERTZ","M.D.","PAUL","DR.",NULL
"1093706962","1023055126","298","444","19.777","44.214","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","GINA CHANDLER","MD","G",NULL,NULL
"1982829297","1396882205","62","111","27.414","25.811","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","KANTHI CHARAN NARRA","MD",NULL,NULL,NULL
"1982829297","1578591756","434","1400","7.316","22.691","General Acute Care Hospital","Family Medicine",NULL,"MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER","KANTHI CHARAN NARRA","MD",NULL,NULL,NULL
"1982829297","1861479545","490","1254","21.307","41.453","General Acute Care Hospital","Family Medicine",NULL,"MAURY REGIONAL HOSPITAL","KANTHI CHARAN NARRA","MD",NULL,NULL,NULL
"1124292081","1396882205","78","110","6.836","19.627","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","JESSICA CASTILHO","M.D.","L","DR.",NULL
"1164504544","1992776405","901","1452","7.552","28.191","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","NELSON MANGIONE","MD","J",NULL,NULL
"1164504544","1023055126","277","344","49.154","54.478","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","NELSON MANGIONE","MD","J",NULL,NULL
"1356492342","1669567897","66","117","27.615","41.41","General Acute Care Hospital","Family Medicine",NULL,"NORTHCREST MEDICAL CENTER","ROBERT HOLSTON","DO","G",NULL,NULL
"1790753259","1922319037","61","137","8.847","17.157","General Acute Care Hospital","Family Medicine",NULL,"RIVERVIEW MEDICAL CENTER LLC","GINGER SMITH","DO","L","DR.",NULL
"1902162431","1396882205","39","53","43.792","41.603","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","DAVID ESKIND","M.D.","BEIN",NULL,NULL
"1902162431","1629025648","155","228","35.066","50.499","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","DAVID ESKIND","M.D.","BEIN",NULL,NULL
"1902162431","1780778969","37","59","32.186","51.749","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","DAVID ESKIND","M.D.","BEIN",NULL,NULL
"1104836741","1538114434","82","106","36.311","55.3","General Acute Care Hospital","Family Medicine",NULL,"HENDERSONVILLE HOSPITAL CORPORATION","JENNIFER MONTAGUE","MD","L",NULL,NULL
"1578655791","1396882205","386","879","4.77","17.254","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JOHN BOONE","M.D.","M",NULL,"JR."
"1578655791","1265445506","137","213","40.568","52.365","General Acute Care Hospital","Family Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","JOHN BOONE","M.D.","M",NULL,"JR."
"1588789044","1396882205","35","54","46.741","57.197","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","LINDA BONVISSUTO","M.D.","S",NULL,NULL
"1588789044","1629025648","155","232","28.47","46.614","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","LINDA BONVISSUTO","M.D.","S",NULL,NULL
"1588789044","1780778969","41","50","49.58","51.113","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","LINDA BONVISSUTO","M.D.","S",NULL,NULL
"1427066489","1720032345","159","321","7.844","21.794","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","HEATHER ROWE","MD","D","DR.",NULL
"1427066489","1396882205","52","77","36.675","56.154","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","HEATHER ROWE","MD","D","DR.",NULL
"1427066489","1265445506","55","73","29.836","52.379","General Acute Care Hospital","Internal Medicine",NULL,"WILLIAMSON COUNTY HOSPITAL DISTRICT","HEATHER ROWE","MD","D","DR.",NULL
"1427066489","1023055126","56","78","37.795","55.873","General Acute Care Hospital","Internal Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","HEATHER ROWE","MD","D","DR.",NULL
"1831101708","1396882205","602","895","5.091","24.432","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","MARK GLAZER","MD","D","DR.",NULL
"1730292913","1396882205","33","58","46.966","46.347","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES HAYES","M.D.","RAND",NULL,"II"
"1730292913","1164590386","68","102","33.912","36.89","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","JAMES HAYES","M.D.","RAND",NULL,"II"
"1306010749","1396882205","278","688","1.827","10.051","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","FEDERICA ANGEL","M.D.","BEATRICE","DR.",NULL
"1770557159","1396882205","189","430","2.414","15.254","General Acute Care Hospital","Internal Medicine","Hematology & Oncology","VANDERBILT UNIVERSITY MEDICAL CENTER","COLLEEN MORTON","MD","T",NULL,NULL
"1457746331","1861479545","91","96","0","0","General Acute Care Hospital","Internal Medicine",NULL,"MAURY REGIONAL HOSPITAL","THU NGUYEN","M.D.","MINH",NULL,NULL
"1386639219","1396882205","82","107","39.72","38.891","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","VANDERBILT UNIVERSITY MEDICAL CENTER","MICHAEL CARLSON","MD","G","MR.",NULL
"1386639219","1023055126","606","1348","4.803","23.784","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","HCA HEALTH SERVICES OF TENNESSEE, INC.","MICHAEL CARLSON","MD","G","MR.",NULL
"1700105319","1396882205","197","264","5.451","19.284","General Acute Care Hospital","Internal Medicine","Infectious Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","KEVIN DEE","M.D.","CHRISTOPHER",NULL,NULL
"1619051729","1396882205","58","64","3.969","6.266","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","EUGENE ELY","MD","WESLEY",NULL,"JR."
"1962490359","1164590386","86","125","38.8","65.02","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS RUTHERFORD HOSPITAL","SAM CARTER","M.D.","FRANK","DR.",NULL
"1902953706","1629025648","420","845","0","0","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","BENJAMIN MARTEL","MD","P",NULL,NULL
"1902953706","1780778969","63","67","35.045","59.514","General Acute Care Hospital","Internal Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","BENJAMIN MARTEL","MD","P",NULL,NULL
"1053337717","1982650024","69","72","47.833","48.563","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HCA HEALTH SERVICES OF TENNESSEE, INC.","SUNIL KAZA","M.D.","C","DR.",NULL
"1053337717","1295780476","2048","3082","3.23","18.425","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","SUNIL KAZA","M.D.","C","DR.",NULL
"1053337717","1093769606","71","77","20.857","40.619","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","SUNIL KAZA","M.D.","C","DR.",NULL
"1053337717","1417086596","56","60","26.733","46.423","Psychiatric Unit","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","SUNIL KAZA","M.D.","C","DR.",NULL
"1053337717","1639123615","98","100","21.57","40.703","Rehabilitation Unit","Internal Medicine","Cardiovascular Disease","HTI MEMORIAL HOSPITAL CORPORATION","SUNIL KAZA","M.D.","C","DR.",NULL
"1578604906","1215937982","66","361","0.942","8.07","Long Term Care Hospital","Internal Medicine","Pulmonary Disease","SELECT SPECIALTY HOSPITAL - NASHVILLE LLC","RICHARD TYSON","MD",NULL,NULL,NULL
"1578604906","1780778969","491","785","5.298","24.76","General Acute Care Hospital","Internal Medicine","Pulmonary Disease","SAINT THOMAS WEST HOSPITAL","RICHARD TYSON","MD",NULL,NULL,NULL
"1467406314","1396882205","423","534","45.697","55.984","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","JOEL PHARES","M.D.",NULL,"DR.",NULL
"1467406314","1578591756","81","113","43.425","74.239","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MAURY REGIONAL HOSPITAL MARSHALL MEDICAL CENTER","JOEL PHARES","M.D.",NULL,"DR.",NULL
"1467406314","1265445506","145","178","46.972","56.333","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","WILLIAMSON COUNTY HOSPITAL DISTRICT","JOEL PHARES","M.D.",NULL,"DR.",NULL
"1467406314","1861479545","1315","1700","20.265","41.483","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","MAURY REGIONAL HOSPITAL","JOEL PHARES","M.D.",NULL,"DR.",NULL
"1629160056","1396882205","115","198","1.737","11.589","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","VANDERBILT UNIVERSITY MEDICAL CENTER","MICHAEL MAY","MD, PHD",NULL,NULL,NULL
"1386615540","1982650024","124","203","22.192","32.737","General Acute Care Hospital","Family Medicine",NULL,"HCA HEALTH SERVICES OF TENNESSEE, INC.","CYNTHIA WALLACE","M.D.","L","DR.",NULL
"1386615540","1396882205","29","56","36.571","49.86","General Acute Care Hospital","Family Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","CYNTHIA WALLACE","M.D.","L","DR.",NULL
"1891114443","1396882205","195","203","5.547","19.324","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","CHASE WEBBER",NULL,"JEFFREY",NULL,NULL
"1902328362","1215937982","79","108","0","0","Long Term Care Hospital","Family Medicine",NULL,"SELECT SPECIALTY HOSPITAL - NASHVILLE LLC","TERRI ROACH","NP","BROOKE",NULL,NULL
"1902328362","1780778969","50","69","6.087","11.865","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","TERRI ROACH","NP","BROOKE",NULL,NULL
"1891879904","1396882205","43","65","2.185","4.272","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","DAN RODEN","MD",NULL,NULL,NULL
"1801030523","1932146032","57","58","29.017","55.318","General Acute Care Hospital","Internal Medicine","Gastroenterology","HCA HEALTH SERVICES OF TENNESSEE, INC.","MATTHEW NEFF",NULL,NULL,NULL,NULL
"1801030523","1023055126","479","883","1.777","14.16","General Acute Care Hospital","Internal Medicine","Gastroenterology","HCA HEALTH SERVICES OF TENNESSEE, INC.","MATTHEW NEFF",NULL,NULL,NULL,NULL
"1285732131","1396882205","36","56","0","0","General Acute Care Hospital","Internal Medicine","Endocrinology, Diabetes & Metabolism","VANDERBILT UNIVERSITY MEDICAL CENTER","JAMES MAY","MD",NULL,NULL,NULL
"1871584532","1629025648","115","152","33.5","58.927","General Acute Care Hospital","Internal Medicine","Gastroenterology","SAINT THOMAS WEST HOSPITAL","RYAN ROBERTS","M.D.","M",NULL,NULL
"1871584532","1780778969","275","296","7.791","31.749","General Acute Care Hospital","Internal Medicine","Gastroenterology","SAINT THOMAS WEST HOSPITAL","RYAN ROBERTS","M.D.","M",NULL,NULL
"1730115981","1396882205","166","292","32.068","44.153","General Acute Care Hospital","Internal Medicine","Medical Oncology","VANDERBILT UNIVERSITY MEDICAL CENTER","ROHIT PATEL","MD","R",NULL,NULL
"1730115981","1629025648","68","80","43.625","50.378","General Acute Care Hospital","Internal Medicine","Medical Oncology","SAINT THOMAS WEST HOSPITAL","ROHIT PATEL","MD","R",NULL,NULL
"1730115981","1780778969","35","57","23.421","41.023","General Acute Care Hospital","Internal Medicine","Medical Oncology","SAINT THOMAS WEST HOSPITAL","ROHIT PATEL","MD","R",NULL,NULL
"1730115981","1023055126","105","139","39.46","51.047","General Acute Care Hospital","Internal Medicine","Medical Oncology","HCA HEALTH SERVICES OF TENNESSEE, INC.","ROHIT PATEL","MD","R",NULL,NULL
"1386878957","1447639398","57","74","31.635","59.457","General Acute Care Hospital","Family Medicine","Adult Medicine","SAINT THOMAS STONES RIVER HOSPITAL, LLC","HOLLY BLANKENSHIP","D.O.","SPURLOCK",NULL,NULL
"1487672291","1396882205","149","233","34.708","45.851","General Acute Care Hospital","Internal Medicine","Medical Oncology","VANDERBILT UNIVERSITY MEDICAL CENTER","PATRICK MURPHY","M.D.","B",NULL,NULL
"1487672291","1265445506","383","870","17.654","35.485","General Acute Care Hospital","Internal Medicine","Medical Oncology","WILLIAMSON COUNTY HOSPITAL DISTRICT","PATRICK MURPHY","M.D.","B",NULL,NULL
"1487672291","1629025648","43","55","24.364","47.992","General Acute Care Hospital","Internal Medicine","Medical Oncology","SAINT THOMAS WEST HOSPITAL","PATRICK MURPHY","M.D.","B",NULL,NULL
"1487672291","1780778969","47","57","33.807","38.642","General Acute Care Hospital","Internal Medicine","Medical Oncology","SAINT THOMAS WEST HOSPITAL","PATRICK MURPHY","M.D.","B",NULL,NULL
"1487672291","1861479545","53","88","36.386","52.22","General Acute Care Hospital","Internal Medicine","Medical Oncology","MAURY REGIONAL HOSPITAL","PATRICK MURPHY","M.D.","B",NULL,NULL
"1487672291","1023055126","53","73","38.671","46.064","General Acute Care Hospital","Internal Medicine","Medical Oncology","HCA HEALTH SERVICES OF TENNESSEE, INC.","PATRICK MURPHY","M.D.","B",NULL,NULL
"1639362171","1396882205","2455","2803","10.892","27.761","General Acute Care Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT UNIVERSITY MEDICAL CENTER","RAPHAEL SEE","M.D.",NULL,NULL,NULL
"1639362171","1598738205","54","55","35.636","41.669","Rehabilitation Hospital","Internal Medicine","Cardiovascular Disease","VANDERBILT STALLWORTH REHABILITATION HOSPITAL LP","RAPHAEL SEE","M.D.",NULL,NULL,NULL
"1659710077","1780778969","53","72","26.181","51.055","General Acute Care Hospital","Family Medicine",NULL,"SAINT THOMAS WEST HOSPITAL","TORE KVASLERUD","M.D:",NULL,"DR.",NULL
"1104912013","1396882205","216","222","31.838","57.67","General Acute Care Hospital","Internal Medicine",NULL,"VANDERBILT UNIVERSITY MEDICAL CENTER","LYNDA MURFF","MD","SUZANNE","DR.",NULL
